"name","asciiname","latitude","longitude"
"Bühlerzell","Buhlerzell","49.00333","9.92056"
"Bühlertann","Buhlertann","49.04167","9.90861"
"Bühlertal","Buhlertal","48.68569","8.18876"
"Buhlenberg","Buhlenberg","49.65499","7.11995"
"Buhla","Buhla","51.43333","10.43333"
"Buggingen","Buggingen","47.8475","7.63799"
"Bufleben","Bufleben",51,"10.73333"
"Büdlich","Budlich","49.78333","6.9"
"Büdesheim","Budesheim","50.21667","6.55"
"Budenheim","Budenheim","50.01667","8.16667"
"Budenbach","Budenbach","50.03333","7.56667"
"Buckenhof","Buckenhof","49.59324","11.05044"
"Büchlberg","Buechlberg","48.67112",13521
"Buchhorst","Buchhorst","53.38596","10.5655"
"Buchholz","Buchholz","53.98829","9.22362"
"Buchholz","Buchholz","53.73333","10.75"
"Buchholz","Buchholz","52.22654","9.12775"
"Buchholz","Buchholz","51.53333","10.86667"
"Buchhofen","Buchhofen","48.69697","12.92456"
"Buchheim","Buchheim","48.01037","8.98596"
"Buchfart","Buchfart","50.92103","11.33248"
"Buchet","Buchet","50.23333","6.31667"
"Büchenbeuren","Buechenbeuren","49.92097","7.27999"
"Büchenbach","Buchenbach","49.26778","11.05889"
"Buchenbach","Buchenbach","47.96138","8.00909"
"Büchen","Buchen","53.48008","10.6176"
"Büchel","Buchel","51.25","11.15"
"Büchel","Buechel","50.17289","7.08318"
"Buchdorf","Buchdorf","48.78333","10.83333"
"Buchbrunn","Buchbrunn","49.75981","10.13686"
"Bucha","Bucha","50.88203","11.50933"
"Bucha","Bucha","50.63333","11.7"
"Buch","Buch","50.20516","7.87596"
"Buch","Buch","50.07609","7.38923"
"Bubsheim","Bubsheim","48.11667","8.83333"
"Buborn","Buborn","49.63832","7.5401"
"Bubesheim","Bubesheim","48.43333","10.25"
"Bubenreuth","Bubenreuth","49.62745","11.01723"
"Bubenheim","Bubenheim","49.92167","8.07972"
"Bubenheim","Bubenheim","49.62806","8.11778"
"Bubach","Bubach","50.06667","7.55"
"Bruschied","Bruschied","49.83333","7.4"
"Brunstorf","Brunstorf","53.49331","10.42518"
"Brunsmark","Brunsmark","53.61667","10.73333"
"Brunnthal","Brunnthal","48.00652","11.68405"
"Brunnen","Brunnen","48.62899","11.30922"
"Brunn","Brunn","49.1","11.9"
"Brühl","Bruhl","49.39722","8.53361"
"Brüheim","Brueheim",51,"10.58333"
"Brüggen","Brueggen","52.0425","9.7745"
"Brüggen","Bruggen","51.24053","6.18376"
"Brügge","Bruegge","54.17578","10.06913"
"Brücken","Brucken","49.63333","7.11667"
"Bruckberg","Bruckberg","49.35991","10.69924"
"Bruckberg","Bruckberg","48.52244","11.99448"
"Brücktal","Brucktal","50.31667","6.98333"
"Bruck","Bruck","48.02116","11.90781"
"Bruchweiler-Bärenbach","Bruchweiler-Barenbach","49.11667","7.8"
"Bruchweiler","Bruchweiler","49.79833","7.22557"
"Bruchstedt","Bruchstedt","51.18333","10.78333"
"Bruchertseifen","Bruchertseifen","50.75","7.71667"
"Bruch","Bruch","49.95695","6.78174"
"Bröthen","Brothen","53.47947","10.66755"
"Bronkow","Bronkow","51.66667","13.91667"
"Bromskirchen","Bromskirchen","51.09363","8.6264"
"Brokstedt","Brokstedt","53.98333","9.81667"
"Brokdorf","Brokdorf","53.8638","9.32314"
"Brohl","Brohl","50.21909","7.27947"
"Brodersdorf","Brodersdorf","54.38333","10.25"
"Brodersby","Brodersby","54.63333","9.98333"
"Brodersby","Brodersby","54.53333","9.71667"
"Brodenbach","Brodenbach","50.23333","7.45"
"Brockum","Brockum","52.46667","8.41667"
"Brockscheid","Brockscheid","50.13333","6.85"
"Brockel","Brockel","53.1","9.51667"
"Bröckel","Broeckel","52.51627","10.21505"
"Britz","Britz","52.88726","13.81119"
"Brinkum","Brinkum","53.26667","7.56667"
"Brinjahe","Brinjahe","54.16667","9.63333"
"Brimingen","Brimingen","49.96972","6.36366"
"Brietlingen","Brietlingen","53.33333","10.45"
"Brieskow-Finkenheerd","Brieskow-Finkenheerd","52.25387","14.57285"
"Briesen","Briesen","51.81554","14.2442"
"Brieselang","Brieselang","52.58333",13
"Briedern","Briedern","50.1","7.2"
"Brieden","Brieden","50.18333","7.26667"
"Briedel","Briedel","50.01667","7.15"
"Brickeln","Brickeln","54.01667","9.23333"
"Brey","Brey","50.27253","7.62645"
"Brevörde","Brevorde","51.91667","9.41667"
"Breunigweiler","Breunigweiler","49.56667","7.96667"
"Breuna","Breuna","51.41575",9185
"Bretzfeld","Bretzfeld","49.17944","9.43833"
"Bretzenheim","Bretzenheim","49.87796","7.89653"
"Bretthausen","Bretthausen","50.66667","8.06667"
"Bretleben","Bretleben","51.33333","11.23333"
"Brest","Brest","53.45","9.38333"
"Brensbach","Brensbach","49.77389","8.88444"
"Brennberg","Brennberg","49.06667","12.4"
"Brenk","Brenk","50.43333","7.18333"
"Bremsnitz","Bremsnitz","50.79924","11.77155"
"Bremm","Bremm","50.1","7.11667"
"Bremen","Bremen","53.07582","8.80717"
"Bremberg","Bremberg","50.30639","7.92011"
"Breklum","Breklum","54.6","8.98333"
"Brekendorf","Brekendorf","54.4212","9.6335"
"Breitscheidt","Breitscheidt","50.75","7.65"
"Breitscheid","Breitscheid","50.68507","8.1912"
"Breitscheid","Breitscheid","50.58154","7.44382"
"Breitscheid","Breitscheid","50.05","7.7"
"Breitnau","Breitnau","47.93333","8.08333"
"Breitingen","Breitingen","48.51726","9.99228"
"Breitenworbis","Breitenworbis","51.41267","10.4282"
"Breitenthal","Breitenthal","49.8","7.33333"
"Breitenthal","Breitenthal","48.23782","10.29951"
"Breitenheim","Breitenheim","49.7","7.63333"
"Breitengüßbach","Breitengussbach","49.97209","10.88591"
"Breitenfelde","Breitenfelde","53.60592","10.63339"
"Breitenburg","Breitenburg","53.90572","9.57041"
"Breitenbrunn","Breitenbrunn","48.13333","10.4"
"Breitenberg","Breitenberg","53.92413","9.63514"
"Breitenberg","Breitenberg","48.70439","13.79333"
"Breitenbach","Breitenbach","49.43333","7.26667"
"Breitenau","Breitenau","50.49806","7.69056"
"Breitbrunn","Breitbrunn","50.01667","10.7"
"Breit","Breit","49.77561","6.90559"
"Breiholz","Breiholz","54.20554","9.52371"
"Breidenbach","Breidenbach","50.88734","8.45748"
"Brehme","Brehme","51.49421","10.35908"
"Breese","Breese",53,"11.8"
"Bredenbek","Bredenbek","54.32247","9.87293"
"Breddorf","Breddorf","53.29262","9.08089"
"Breddin","Breddin","52.8856","12.22366"
"Breddenberg","Breddenberg","52.95464","7.61129"
"Brecht","Brecht","49.98333","6.43333"
"Brebel","Brebel","54.63333","9.75"
"Brauweiler","Brauweiler","49.81667","7.5"
"Braunweiler","Braunweiler","49.86667","7.75"
"Braunshorn","Braunshorn","50.08333","7.51667"
"Braunschweig","Braunschweig","52.26594","10.52673"
"Braunsbach","Braunsbach","49.19917","9.79056"
"Braunichswalde","Braunichswalde","50.8","12.21667"
"Brauneberg","Brauneberg","49.90583","6.98127"
"Brannenburg","Brannenburg","47.73996","12.09166"
"Brandscheid","Brandscheid","50.56083","7.92028"
"Brandscheid","Brandscheid","50.22015","6.30848"
"Brande-Hörnerkirchen","Brande-Hornerkirchen","53.85","9.71667"
"Brand","Brand","49.95972","11.91072"
"Bramstedtlund","Bramstedtlund","54.85","9.06667"
"Bramstedt","Bramstedt","53.36603","8.69005"
"Brammer","Brammer","54.2","9.76667"
"Brake (Unterweser)","Brake (Unterweser)","53.33333","8.48333"
"Brahmenau","Brahmenau","50.92359","12.15886"
"Braderup","Braderup","54.8354","8.89043"
"Brackel","Brackel","53.29974","10.0486"
"Brachtendorf","Brachtendorf","50.23333","7.23333"
"Brachbach","Brachbach","50.81667","7.93333"
"Braak","Braak","53.60991","10.24532"
"Böxlund","Boxlund","54.85","9.18333"
"Boxberg","Boxberg","50.26667","6.88333"
"Bovenau","Bovenau","54.33333","9.83333"
"Bous","Bous","49.27732","6.80131"
"Bötzingen","Botzingen","48.07642","7.72485"
"Bottrop","Bottrop","51.52392","6.9285"
"Böttingen","Bottingen","48.1","8.8"
"Bottenbach","Bottenbach","49.18333","7.5"
"Bothkamp","Bothkamp","54.2","10.13333"
"Bothel","Bothel","53.06667","9.5"
"Bötersen","Botersen","53.13333","9.31667"
"Bösleben-Wüllersleben","Bosleben-Wullersleben","50.83333","11.06667"
"Bösingen","Bosingen","48.23333","8.55"
"Bösenbrunn","Bosenbrunn","50.39703","12.09998"
"Bosenbach","Bosenbach","49.54022","7.53029"
"Bösel","Bosel",53,"7.95"
"Bösdorf","Boesdorf","54.14039","10.49062"
"Bosbüll","Bosbull","54.81667","8.86667"
"Bosau","Bosau","54.09787","10.4357"
"Borxleben","Borxleben","51.4","11.23333"
"Börtlingen","Bortlingen","48.75376","9.63181"
"Borstorf","Borstorf","53.61667","10.56667"
"Borstendorf","Borstendorf","50.77323","13.17918"
"Borstel-Hohenraden","Borstel-Hohenraden","53.68333","9.81667"
"Borstel","Borstel","53.9675","9.79963"
"Borstel","Borstel","52.67034","8.96896"
"Börslingen","Borslingen","48.53891","10.06313"
"Borsfleth","Borsfleth","53.83333","9.43333"
"Borsdorf","Borsdorf","51.35","12.53333"
"Börsborn","Borsborn","49.43333","7.4"
"Börrstadt","Boerrstadt","49.57772","7.94245"
"Borod","Borod","50.6675","7.70972"
"Bornstedt","Bornstedt","51.48333","11.48333"
"Börnsen","Boernsen","53.4762","10.2816"
"Bornich","Bornich","50.12687","7.7658"
"Bornhöved","Bornhoved","54.06667","10.23333"
"Bornheim","Bornheim","49.78306","8.06028"
"Bornheim","Bornheim","49.2225","8.16333"
"Bornhagen","Bornhagen","51.33333","9.95"
"Borne","Borne","51.94881","11.55865"
"Borna","Borna","51.12416","12.49639"
"Börm","Borm","54.4","9.38333"
"Borler","Borler","50.31667","6.83333"
"Borkwalde","Borkwalde","52.25","12.83333"
"Borkheide","Borkheide","52.21667","12.85"
"Borken","Borken","51.84382","6.85774"
"Borgwedel","Borgwedel","54.5","9.66667"
"Borgsum","Borgsum","54.70062","8.45741"
"Borgstedt","Borgstedt","54.33268","9.70954"
"Börger","Borger","52.91211","7.53576"
"Borgdorf-Seedorf","Borgdorf-Seedorf","54.16667","9.88333"
"Börfink","Borfink","49.68333","7.08333"
"Bordesholm","Bordesholm","54.17611","10.03146"
"Boostedt","Boostedt","54.01667","10.03333"
"Boos","Boos","50.31667","7.01667"
"Boos","Boos","49.79333","7.71694"
"Boos","Boos","48.07521","10.19523"
"Bonstetten","Bonstetten","48.44002","10.70532"
"Bönningstedt","Bonningstedt","53.66667","9.91667"
"Bonn","Bonn","50.73438","7.09549"
"Bongard","Bongard","50.29249","6.83765"
"Bönen","Bonen","51.6","7.76667"
"Bonefeld","Bonefeld","50.52388","7.48932"
"Bönebüttel","Bonebuttel","54.08333","10.06667"
"Bondorf","Bondorf","48.52064","8.83704"
"Bondelum","Bondelum","54.56667","9.26667"
"Boms","Boms","47.97631","9.51639"
"Bomlitz","Bomlitz","52.9","9.65"
"Bolsterlang","Bolsterlang","47.46667","10.23333"
"Bölsberg","Bolsberg","50.66667","7.91667"
"Bollschweil","Bollschweil","47.92143","7.78986"
"Bollingstedt","Bollingstedt","54.59229","9.41738"
"Bollendorf","Bollendorf","49.85268","6.35795"
"Böllenborn","Boellenborn","49.1","7.93333"
"Bollenbach","Bollenbach","49.83333","7.35"
"Böllen","Bollen","47.8","7.8413"
"Bollberg","Bollberg","50.88333","11.8"
"Boll","Boll","48.64357","9.61295"
"Bolanden","Bolanden","49.63917","8.01194"
"Boksee","Boksee","54.24283","10.12693"
"Böklund","Boklund","54.6","9.58333"
"Bokhorst","Bokhorst","54.06667","9.4"
"Bokholt-Hanredder","Bokholt-Hanredder","53.78808","9.73586"
"Bokensdorf","Bokensdorf","52.5","10.71667"
"Bokelrehm","Bokelrehm","54.03815","9.38606"
"Bokel","Bokel","54.21399","9.7953"
"Bokel","Bokel","53.86667","9.73333"
"Boitze","Boitze","53.15","10.75"
"Böhnhusen","Bohnhusen","54.21667","10.06667"
"Bohmte","Bohmte","52.36667","8.31667"
"Bohmstedt","Bohmstedt","54.58333","9.05"
"Böhmfeld","Boehmfeld","48.86079","11.36794"
"Böhmenkirch","Bohmenkirch","48.68333","9.93333"
"Böhme","Bohme","52.78333","9.46667"
"Böhen","Bohen","47.88333","10.3"
"Bogel","Bogel","50.18943","7.79978"
"Boffzen","Boffzen","51.75065","9.39824"
"Böel","Boel","54.65","9.71667"
"Bodolz","Bodolz","47.56667","9.66667"
"Bodnegg","Bodnegg","47.71014","9.68841"
"Bodenwöhr","Bodenwoehr","49.27082","12.30146"
"Bodenteich","Bodenteich","52.83077","10.6818"
"Bodensee","Bodensee","51.60613","10.13263"
"Bodenkirchen","Bodenkirchen","48.38333","12.38333"
"Bodenheim","Bodenheim","49.93528","8.32"
"Bodenbach","Bodenbach","50.31667","6.85"
"Boden","Boden","50.47392","7.85695"
"Bodelwitz","Bodelwitz","50.6875","11.62223"
"Bodelshausen","Bodelshausen","48.38886","8.97703"
"Bockstadt","Bockstadt","50.4","10.88333"
"Bockhorst","Bockhorst","53.03296","7.57576"
"Bockhorn","Bockhorn","53.4","8.01667"
"Bockhorn","Bockhorn","48.31471","11.98694"
"Bockenem","Bockenem","52.00993","10.13197"
"Bockenau","Bockenau","49.83333","7.68333"
"Bockau","Bockau","50.54209","12.68639"
"Bochum","Bochum","51.48165","7.21648"
"Böchingen","Bochingen","49.23694","8.09333"
"Böbrach","Boebrach","49.05621","13.03469"
"Böblingen","Boeblingen","48.68212","9.01171"
"Böbingen","Bobingen","49.28444","8.23667"
"Böbing","Boebing","47.75562","10.98877"
"Bobenthal","Bobenthal","49.06667","7.86667"
"Bobenheim-Roxheim","Bobenheim-Roxheim","49.5875","8.35778"
"Bobenheim am Berg","Bobenheim am Berg","49.52417","8.15111"
"Bobeck","Bobeck","50.90336","11.79296"
"Blunk","Blunk","54.00936","10.31385"
"Blumenthal","Blumenthal","54.23333",10
"Blomesche Wildnis","Blomesche Wildnis","53.8","9.41667"
"Blomberg","Blomberg","53.57678","7.55824"
"Blindheim","Blindheim","48.63138","10.61992"
"Bliestorf","Bliestorf","53.76667","10.6"
"Bliesdorf","Bliesdorf","52.69298","14.15949"
"Bliedersdorf","Bliedersdorf","53.48333","9.56667"
"Blender","Blender","52.91667","9.13333"
"Blekendorf","Blekendorf","54.28211","10.6582"
"Bleialf","Bleialf","50.23333","6.28333"
"Bleckhausen","Bleckhausen","50.13333","6.78333"
"Blaufelden","Blaufelden","49.29778","9.97389"
"Blaubach","Blaubach","49.56667","7.4"
"Blankenstein","Blankenstein","50.40213","11.69898"
"Blankenrath","Blankenrath","50.03898","7.30214"
"Blankenheim","Blankenheim","51.50717","11.42878"
"Blankenheim","Blankenheim","50.43333","6.65"
"Blankenburg","Blankenburg","51.2","10.75"
"Blankenberg","Blankenberg","50.40299","11.71623"
"Blaichach","Blaichach","47.54208","10.25846"
"Blaibach","Blaibach","49.16667","12.81667"
"Bitzen","Bitzen","50.8","7.68333"
"Bitz","Bitz",48244,"9.09144"
"Bitburg","Bitburg","49.96794","6.52734"
"Bisterschied","Bisterschied","49.65","7.75"
"Bisten","Bisten","49.25431","6.70702"
"Bissingen an der Teck","Bissingen an der Teck","48.59915","9.49146"
"Bissersheim","Bissersheim","49.53583","8.20417"
"Bissendorf","Bissendorf","52.23333","8.16667"
"Bissee","Bissee","54.18333","10.11667"
"Bispingen","Bispingen","53.08312","9.99772"
"Bisingen","Bisingen","48.31012","8.91738"
"Bischweier","Bischweier","48.83766","8.28412"
"Bischofswiesen","Bischofswiesen","47.63115","12.98305"
"Bischofsmais","Bischofsmais","48.91796","13.08184"
"Bischofsheim","Bischofsheim","49.99389","8.36722"
"Bischofsgrün","Bischofsgruen","50.05122","11.79997"
"Bischofroda","Bischofroda","51.05638","10.36394"
"Bischofrod","Bischofrod","50.55","10.65"
"Bischoffen","Bischoffen","50.7","8.45"
"Bischheim","Bischheim","49.67","8.0325"
"Bischbrunn","Bischbrunn","49.87028","9.48917"
"Bischberg","Bischberg","49.91087","10.83212"
"Birx","Birx","50.53333","10.05"
"Birtlingen","Birtlingen","49.95","6.48333"
"Birstein","Birstein","50.35","9.3"
"Birresborn","Birresborn","50.18333","6.63333"
"Birnbach","Birnbach","50.7","7.58333"
"Birlenbach","Birlenbach","50.35815","8.00273"
"Birkweiler","Birkweiler","49.20333","8.03833"
"Birkheim","Birkheim","50.11667","7.61667"
"Birkenwerder","Birkenwerder","52.69106","13.27833"
"Birkenhügel","Birkenhuegel","50.43333","11.75"
"Birkenhördt","Birkenhordt","49.11667","7.93333"
"Birkenheide","Birkenheide","49.48139","8.26194"
"Birkenfelde","Birkenfelde","51.35","10.01667"
"Birkenfeld","Birkenfeld","49.85861","9.69556"
"Birkenfeld","Birkenfeld","49.65245","7.16668"
"Birkenfeld","Birkenfeld","48.86667","8.63333"
"Birkenbeul","Birkenbeul","50.73333","7.61667"
"Birkenau","Birkenau","49.5625","8.70694"
"Birgel","Birgel","50.31667","6.61667"
"Birenbach","Birenbach","48.74732","9.66115"
"Bippen","Bippen","52.58333","7.73333"
"Binzen","Binzen","47.63333","7.61667"
"Binswangen","Binswangen","48.55798","10.64249"
"Binsfeld","Binsfeld","49.96667","6.71667"
"Binningen","Binningen","50.20639","7.24612"
"Binnen","Binnen","52.61667","9.13333"
"Bingen","Bingen","48.11127","9.27238"
"Bindlach","Bindlach","49.98167","11.61389"
"Binau","Binau","49.36833","9.05806"
"Bimöhlen","Bimohlen","53.93333","9.95"
"Bilzingsleben","Bilzingsleben","51.28333","11.06667"
"Bilshausen","Bilshausen","51.62974","10.15859"
"Bilsen","Bilsen","53.76667","9.88333"
"Billigheim","Billigheim","49.34861","9.25389"
"Bilkheim","Bilkheim","50.49806","7.94833"
"Bietigheim","Bietigheim","48.90919","8.25202"
"Biessenhofen","Biessenhofen","47.83057","10.64022"
"Biesdorf","Biesdorf","49.88333","6.3"
"Bienstädt","Bienstadt","51.01667","10.85"
"Bienenbüttel","Bienenbuttel","53.14157","10.48679"
"Bielefeld","Bielefeld","52.03333","8.53333"
"Biedesheim","Biedesheim",49605,"8.10722"
"Biedershausen","Biedershausen","49.31667","7.48333"
"Biederitz","Biederitz","52.15","11.71667"
"Biebrich","Biebrich","50.3039","7.95"
"Biebern","Biebern","49.98333","7.45"
"Bieberehren","Bieberehren","49.51733","10.00908"
"Biebelsheim","Biebelsheim","49.86667","7.93333"
"Biebelried","Biebelried","49.76667","10.08333"
"Biebelnheim","Biebelnheim","49.79667","8.17056"
"Bidingen","Bidingen","47.82974","10.72623"
"Bickendorf","Bickendorf","50.03333","6.5"
"Bickenbach","Bickenbach","50.12559","7.52795"
"Bickenbach","Bickenbach","49.75917","8.6175"
"Bichl","Bichl","47.7201","11.41231"
"Biburg","Biburg","48.79066","11.85726"
"Bibra","Bibra","50.80387","11.54706"
"Biblis","Biblis","49.69167","8.45861"
"Biberach an der Riß","Biberach an der Riss","48.09345","9.79053"
"Biberach","Biberach","48.33333","8.03333"
"Bevern","Bevern","53.75592","9.77088"
"Beutelsbach","Beutelsbach","48.55","13.11667"
"Beuron","Beuron","48.05","8.96667"
"Beuren","Beuren","50.09444","7.07833"
"Beuren","Beuren","48.56927","9.40406"
"Beulich","Beulich","50.18333","7.45"
"Betzigau","Betzigau","47.73333","10.38333"
"Betzenweiler","Betzenweiler","48.11667","9.56667"
"Betzendorf","Betzendorf","53.1375","10.31273"
"Bettingen","Bettingen","49.94211","6.4016"
"Bettenfeld","Bettenfeld","50.08503","6.7601"
"Bettendorf","Bettendorf","50.23307","7.86879"
"Betteldorf","Betteldorf","50.25","6.75"
"Bethenhausen","Bethenhausen","50.92922","12.19957"
"Betheln","Betheln","52.11431","9.79397"
"Bestwig","Bestwig","51.36081","8.40082"
"Bestensee","Bestensee","52.23978","13.63732"
"Besenthal","Besenthal","53.53333","10.73333"
"Besdorf","Besdorf","54.05007","9.36003"
"Beschendorf","Beschendorf","54.18333","10.86667"
"Bescheid","Bescheid","49.75","6.88333"
"Berzhausen","Berzhausen","50.66667","7.56667"
"Berzhahn","Berzhahn","50.54","8.00667"
"Berus","Berus","49.2642","6.69587"
"Berumbur","Berumbur","53.6","7.31667"
"Berscheid","Berscheid","49.98333","6.23333"
"Berod bei Wallmerod","Berod bei Wallmerod","50.48333","7.93333"
"Bernstadt","Bernstadt","48.49957","10.02575"
"Bernsdorf","Bernsdorf","50.76667","12.66667"
"Bernried","Bernried","48.91667","12.88333"
"Bernried","Bernried","47.86604","11.29386"
"Bernhardswald","Bernhardswald","49.09123","12.24744"
"Berngau","Berngau","49.25","11.4"
"Berndroth","Berndroth","50.23716","7.96921"
"Berndorf","Berndorf","50.30506","6.69663"
"Bernburg","Bernburg","51.79464","11.7401"
"Bernbeuren","Bernbeuren","47.73696","10.77707"
"Bermersheim","Bermersheim","49.68194","8.22361"
"Bermel","Bermel","50.28333","7.08333"
"Bermbach","Bermbach","50.67775","10.59631"
"Bermatingen","Bermatingen","47.73333","9.35"
"Berlstedt","Berlstedt","51.06142","11.24288"
"Berlingerode","Berlingerode","51.45775","10.2384"
"Berlingen","Berlingen","50.23894","6.71934"
"Berlin","Berlin","52.52437","13.41053"
"Berkoth","Berkoth","50.04416","6.33991"
"Berkheim","Berkheim","48.04263","10.08227"
"Berkenthin","Berkenthin","53.73333","10.65"
"Berkenbrück","Berkenbruck","52.35","14.15"
"Beringstedt","Beringstedt","54.11667","9.53333"
"Bergweiler","Bergweiler","49.96667","6.81667"
"Bergtheim","Bergtheim","49.9","10.06667"
"Bergrheinfeld","Bergrheinfeld","50.01028","10.18089"
"Berglicht","Berglicht","49.78736","6.96585"
"Berglern","Berglern","48.38407","11.93012"
"Berglangenbach","Berglangenbach","49.6","7.25"
"Bergkirchen","Bergkirchen","48.25671","11.36488"
"Bergisch Gladbach","Bergisch Gladbach","50.9856","7.13298"
"Berg im Gau","Berg im Gau","48.63333","11.25"
"Berghülen","Berghulen","48.46399","9.7611"
"Bergheim","Bergheim","50.95572","6.63986"
"Bergheim","Bergheim","48.7606","11.25738"
"Berghausen","Berghausen","50.25895","8.00714"
"Berghaupten","Berghaupten","48.40602","7.98672"
"Bergfeld","Bergfeld",52544,"10.84505"
"Bergewöhrden","Bergewohrden","54.31667","9.21667"
"Bergenhusen","Bergenhusen","54.38333","9.31667"
"Bergenhausen","Bergenhausen","50.01667","7.56667"
"Bergen","Bergen",50471,"12.27448"
"Bergen","Bergen","49.78333","7.41667"
"Bergen","Bergen","49.07347",11114
"Bergen","Bergen","47.80837","12.58982"
"Berge","Berge","53.23333","11.86667"
"Berge","Berge","52.62326","7.7455"
"Bergatreute","Bergatreute","47.85","9.75"
"Berga","Berga","51.45561","11.0071"
"Berg","Berg","50.55523","6.94886"
"Berg","Berg","50.37473","11.7785"
"Berg","Berg","50.25428","7.81137"
"Berg","Berg","47.96737","11.35446"
"Berg","Berg","47.81667","9.6"
"Berenbach","Berenbach","50.23333","6.95"
"Bereborn","Bereborn","50.28333","6.96667"
"Benzweiler","Benzweiler","50.01667","7.6"
"Benshausen","Benshausen","50.65","10.6"
"Benningen am Neckar","Benningen am Neckar","48.94672","9.24212"
"Benningen","Benningen","47.96667","10.21667"
"Bennhausen","Bennhausen","49.61667","7.98333"
"Benndorf","Benndorf","51.57035","11.4929"
"Bengel","Bengel","50.01667","7.06667"
"Benediktbeuern","Benediktbeuern","47.70624","11.41522"
"Bendorf","Bendorf","54.08333","9.38333"
"Bendfeld","Bendfeld","54.36667","10.41667"
"Bendestorf","Bendestorf","53.33583","9.96154"
"Bempflingen","Bempflingen","48.57178","9.26834"
"Bad Belzig","Bad Belzig","52.14184","12.59272"
"Belum","Belum","53.81667",9
"Beltheim","Beltheim","50.10606","7.46208"
"Belrieth","Belrieth","50.52921","10.49592"
"Belm","Belm","52.3","8.13333"
"Bellstedt","Bellstedt","51.26667","10.78333"
"Bellingen","Bellingen","50.6","7.9"
"Bellheim","Bellheim","49.19833","8.27944"
"Bellenberg","Bellenberg","48.25726","10.09094"
"Bell","Bell","50.38333","7.23333"
"Belgweiler","Belgweiler","49.95","7.48333"
"Belgershain","Belgershain","51.23333","12.55"
"Belg","Belg","49.98333","7.3"
"Beldorf","Beldorf","54.13333","9.35"
"Belau","Belau",54098,"10.25848"
"Bekond","Bekond","49.85","6.8"
"Bekmünde","Bekmunde","53.92502","9.44626"
"Bekdorf","Bekdorf","53.93938","9.42268"
"Beinhausen","Beinhausen","50.26667","6.88333"
"Beinerstadt","Beinerstadt","50.46667","10.6"
"Beindersheim","Beindersheim","49.56056","8.31944"
"Beimerstetten","Beimerstetten","48.48333","9.98333"
"Beilstein","Beilstein","50.11667","7.25"
"Beilrode","Beilrode","51.56667","13.06667"
"Beilingen","Beilingen","49.95","6.66667"
"Beierstedt","Beierstedt","52.07413","10.8581"
"Beiersdorf","Beiersdorf","51.07405","14.53828"
"Beidenfleth","Beidenfleth","53.87942","9.41315"
"Beichlingen","Beichlingen","51.23256","11.25781"
"Behrendorf","Behrendorf","54.56667","9.21667"
"Behlendorf","Behlendorf","53.7","10.66667"
"Beetzendorf","Beetzendorf","52.70226","11.0889"
"Beesten","Beesten","52.43333","7.5"
"Beeskow","Beeskow","52.17291","14.24597"
"Beendorf","Beendorf","52.24273","11.08727"
"Beelen","Beelen","51.92906","8.11117"
"Beedenbostel","Beedenbostel","52.64288","10.25907"
"Bedesbach","Bedesbach","49.56849","7.45785"
"Beckingen","Beckingen","49.4","6.7"
"Beckeln","Beckeln","52.86667","8.58333"
"Beckedorf","Beckedorf","52.35","9.31667"
"Beckdorf","Beckdorf","53.41667","9.61667"
"Bechtsrieth","Bechtsrieth","49.64487","12.20997"
"Bechtolsheim","Bechtolsheim","49.80417","8.19389"
"Bechtheim","Bechtheim","49.72778","8.29222"
"Bechstedtstraß","Bechstedtstrass","50.95","11.2"
"Bechstedt","Bechstedt","50.66667","11.16667"
"Bechhofen","Bechhofen","49.35","7.4"
"Becherbach","Becherbach","49.65","7.68333"
"Bechenheim","Bechenheim","49.72861","8.00333"
"Becheln","Becheln","50.29285","7.71798"
"Bebensee","Bebensee","53.88333","10.3"
"Bayrischzell","Bayrischzell","47.6744","12.01449"
"Bayreuth","Bayreuth","49.94782","11.57893"
"Bayerisch Gmain","Bayerisch Gmain","47.71667","12.9"
"Bayerisch Eisenstein","Bayerisch Eisenstein","49.11667","13.2"
"Bayerfeld-Steckweiler","Bayerfeld-Steckweiler","49.67861","7.79772"
"Bayerbach","Bayerbach","48.41017","13.14411"
"Bawinkel","Bawinkel","52.6","7.4"
"Bautzen","Bautzen","51.18035","14.43494"
"Baustert","Baustert",49978,"6.38984"
"Bausendorf","Bausendorf","50.01667",7
"Bauler","Bauler","50.33333","6.88333"
"Bauler","Bauler","49.96667","6.2"
"Battweiler","Battweiler","49.27848","7.46366"
"Basthorst","Basthorst","53.57676","10.47378"
"Bastheim","Bastheim","50.4008","10.20372"
"Bassenheim","Bassenheim","50.3582","7.45961"
"Basedow","Basedow","53.41667","10.58333"
"Basdahl","Basdahl","53.44502","9.00025"
"Basberg","Basberg","50.3","6.6"
"Barweiler","Barweiler","50.36667","6.86667"
"Bärweiler","Barweiler","49.73333","7.6"
"Barwedel","Barwedel","52.52192","10.77488"
"Barver","Barver","52.62066","8.59251"
"Barum","Barum","53.35","10.4"
"Barum","Barum","53.05","10.51667"
"Bartholomä","Bartholoma","48.7535","9.98752"
"Barßel","Barssel","53.16981","7.75012"
"Barsinghausen","Barsinghausen","52.3","9.45"
"Barsbüttel","Barsbuettel","53.56667","10.16667"
"Barsbek","Barsbek","54.4","10.31667"
"Barnstedt","Barnstedt","53.13333","10.36667"
